mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,label
-185.41428,118.49516,17.795778,48.869015,-2.1734655,21.354282,-8.994565,20.53351,-11.412323,9.274986,-5.4781685,5.7618504,-2.9883938,3.4418383,-6.0757136,1.2715186,-5.935121,7.086093,-2.1568449,4.8877244,5.5330896,1.3662115,0.43977293,2.03112,7.788232,1.3384676,-0.32168698,-2.474855,1.8574558,5.0120063,4.6446953,-6.0969725,-4.9020443,-4.761676,-1.9616116,-3.5974915,-3.461273,-0.90107846,-0.8925549,-0.25377586,country
-217.81781,128.3734,-7.5112424,39.2846,-2.5414019,18.173687,-15.148813,16.760803,-15.247553,4.8962364,-6.500653,2.9013946,-11.492002,-0.10292538,-10.617551,2.256646,-9.159387,6.8608007,6.236822,3.3703074,4.5474114,-1.719247,-6.919327,-7.239414,5.210551,-1.1175697,0.35601628,-1.4226712,-5.4769373,-8.15326,-0.63699573,-2.9494781,0.042028725,-8.7915325,-4.631284,-3.3336434,-4.228141,-1.5914702,0.55317354,5.7751946,country
-250.85716,163.07423,-3.874575,30.153008,5.589061,7.5009394,4.0263863,-2.1164129,-5.477513,-1.062121,-9.981778,1.8189913,-8.753831,-7.0452027,-4.2194414,-8.841707,-7.406696,-3.300366,-5.1424317,-9.970611,-8.490679,-9.496825,-6.0471272,-6.42681,-2.523809,-3.943917,-1.9538167,-1.9321835,-5.799379,-6.0801415,-2.0403657,0.91442144,-0.82113034,-0.5300956,-1.5090768,-4.179321,-2.7341907,-2.62933,-4.9386578,-4.475983,country
-102.481804,135.68375,-46.884445,32.738888,-11.159096,23.469543,-9.779007,16.897072,-11.684482,13.215306,-7.1829667,4.7462153,-8.193246,2.5920875,-2.9957347,6.796085,-2.067776,3.2836192,0.27031165,-4.220294,-7.762865,-7.0843935,-5.131422,-4.341097,-1.5735568,-5.358472,-4.4661136,-7.0472207,-4.251961,-0.9039506,4.9178023,-0.68799055,2.1821685,-1.0242043,-2.7261853,-3.507578,-1.0712494,-3.0178752,0.16588293,-2.2549014,country
-328.71906,167.03047,13.017286,28.825632,11.25177,14.431292,11.699713,7.8014154,-11.720729,2.3800797,-8.350321,-3.8527913,-6.739853,-5.7612166,-8.242394,-4.5422,-1.0535567,-4.6027017,-2.859498,-2.230309,-1.5327369,-3.5084202,-3.955091,-3.2431054,-1.6008476,-4.9155436,-2.99868,-2.5819263,-4.12635,-1.3906246,1.5512806,-1.6621162,-1.1873387,-2.4182367,-3.312948,-4.100219,-4.956531,-4.040802,-2.9560015,1.7826393,country
-229.49329,157.29971,-16.750404,31.881748,-0.10805422,16.648754,1.357668,12.212551,-3.8637102,6.835824,-4.267376,1.3341366,-5.9014387,-4.0228686,-5.254188,-4.5474105,-6.798797,-4.4025044,-4.1719646,-6.34093,-5.299993,-6.915907,-4.63613,-0.33658803,-1.5880105,-4.8950915,-6.3636875,-8.454921,-4.21534,-0.41735774,3.5298946,-3.301648,-5.6139646,-4.464362,-0.08979496,-0.7175369,0.6726386,1.4995968,-1.203182,-5.1224036,country
-217.11801,136.18945,-10.36323,51.37767,2.598726,15.119397,-0.6796688,12.28111,-6.2290382,7.803084,-5.412614,3.6122782,-2.7987616,-0.3498286,-0.56049377,0.3626777,-2.2479203,-2.495412,4.1853766,0.3453779,-6.1710067,-8.408042,-1.1978117,-1.3418543,-1.1457858,-3.8283968,-3.5860932,-8.08265,-3.296661,5.8760324,1.0229545,-10.822555,-3.221858,1.3738384,-1.9128201,-1.4889263,-0.5319947,-1.896908,-4.3662705,-6.5754213,country
-99.33054,117.57579,-29.873354,40.84807,-15.25619,27.988762,-11.962531,13.341765,-11.372493,10.539091,-8.746651,8.420694,-6.837034,0.4468947,-5.3098555,1.6531308,-7.3515162,0.52297896,-1.4633933,-5.9213367,0.38562304,-1.4161061,-2.3153276,-2.5142195,-1.9202353,-4.5323534,-0.045040973,-3.6209257,-2.1630576,-4.372739,0.40942958,3.8695087,3.7100224,-1.5037585,-3.599382,-3.588038,-2.288406,-4.1276026,-3.0349743,-2.073499,country
-185.85484,155.27069,-25.015507,20.559324,-3.8406792,-0.5795828,-4.573758,-5.901456,-16.531105,-0.44806433,-16.299582,-4.2123995,-16.804678,-4.5491085,-8.363047,-9.982121,-7.767383,-8.349513,-6.849295,-10.196375,-7.192376,-6.4105167,-6.0902267,-0.058472835,-3.414234,-7.2277813,-5.0400577,-5.7660723,-1.2386621,0.6104746,-2.245762,-4.1611414,-3.1996093,-0.40162814,1.3694148,-1.3699422,-2.7707288,-4.9476976,-3.057843,-3.5273097,country
-96.24628,131.92442,-26.341778,35.975468,-22.810158,14.495447,-11.845882,11.814583,-21.224222,11.547977,-12.930905,7.1881933,-13.941334,2.9535446,-5.0283117,1.5337492,-4.3915906,2.5518255,-5.3600492,-5.971147,-9.437674,-4.183003,-4.534687,-0.7011402,1.4837862,-2.6885562,-4.2848473,-7.210746,-5.781684,-2.127776,1.1465759,-1.4587016,-2.9206355,-6.6374984,-3.4192524,-2.5470736,3.8394241,2.994058,4.3999467,-0.7107449,country
-167.00668,132.4709,-17.308983,46.921646,-3.6383252,20.937962,-8.8259325,8.533768,-15.142039,8.106652,-16.94435,6.661936,-10.934709,1.1028379,-6.292039,-3.63586,-7.384878,-2.1708188,-3.835291,-9.659088,-0.66213363,-4.1306887,-7.8961816,-6.7741165,-5.9502707,-7.204184,-2.3170793,0.10738012,-0.7741517,-5.257776,-4.2952156,-2.7882495,2.5707119,0.8282245,-1.797384,-4.8472605,-4.5844026,-7.305001,-2.7010052,-0.88094753,country
-207.24358,130.93799,-18.507269,33.30124,-3.9344985,15.381374,-6.393797,2.9486027,-16.781153,7.0790563,-8.595193,4.799718,-12.249361,-1.0135845,-4.5457964,-6.0678244,-5.5366726,-2.3692818,-6.538889,-5.899744,-6.931266,-8.58514,-6.5263257,-5.0200167,-3.83805,-6.983378,-0.5432028,-1.776343,-0.3652326,-1.1095659,-5.7461557,-7.4676094,-5.1653466,-1.5242594,2.6575801,-0.6890882,-1.8393848,-5.3931947,-5.3304377,-4.933318,country
-60.91825,105.47955,-16.908377,40.71572,-15.026839,36.03335,-12.812083,17.487259,-16.74124,11.76303,-10.137154,13.196802,-12.209422,2.3499122,-12.19226,6.4409456,-1.7899203,6.3283567,-1.331766,-2.7994835,-8.595864,-4.578831,-4.3163376,-1.1755009,-5.354088,-1.6088544,-3.5167782,-7.3851304,-3.4004047,-4.646108,-2.798693,-2.8928237,2.1337054,-2.4507558,-4.1611137,-5.1809087,-1.5958377,2.2228591,1.2727623,-6.7173505,country
-183.98438,159.79948,-23.137691,43.02262,-9.470626,8.825906,-1.6558597,4.3491735,-13.371262,0.8312222,-13.96949,1.4447742,-7.3807516,0.61156195,-3.3913934,-3.5919597,-9.069878,-3.1678317,-4.0732465,-7.056792,-4.823802,-7.967898,-4.552418,-2.6316648,-2.538634,-5.5008254,-4.6353254,-7.1041403,-4.3473153,-3.27493,0.035336923,-3.6923401,-4.5822515,-2.8196561,-3.5907583,-3.803771,-1.6221625,-3.966485,-1.8237833,-1.5893413,country
-118.21476,152.95572,-46.51243,31.121635,-17.298687,6.282562,-3.6962414,13.058594,-13.1422205,15.704863,-13.088502,5.70854,-10.694908,1.0137243,-6.701207,2.5885425,-9.805691,0.15127996,-3.4621062,-7.415149,1.558508,-3.2828696,-7.654164,-5.3775144,-3.238706,-3.8852308,3.97016,-1.6638724,-3.5702748,-7.3779154,0.43276948,1.7494371,-1.2011334,-5.23649,-5.089023,-8.123109,-1.9191558,2.1987872,5.5264864,3.3311822,country
-302.41064,150.1164,-3.7138386,26.95196,-0.2614174,13.506062,7.233895,4.227106,1.7578516,6.5712256,-0.50072825,7.9061255,1.3247038,0.47741774,0.087967664,-3.1984918,-1.8258468,0.8787182,0.57832617,-3.156568,-4.8881965,-2.8729305,-0.9230074,-2.2313814,-0.5668365,-3.3407924,-2.7452,-1.7191831,-0.35589397,-1.9088563,0.11637802,1.1423864,-1.6358052,-1.0637544,-3.7072706,-3.1616397,-1.946712,-3.9467733,-3.9896479,-1.2539729,country
-229.05678,180.33003,4.537212,24.171106,1.0911431,4.015376,-6.006488,1.9028653,-13.129048,0.015986066,-13.500771,1.5909431,-13.422154,-5.68734,-7.6039324,-9.792611,-3.7851264,-4.794852,-4.7134557,-2.959753,-1.7396116,-3.4509249,-6.1525292,0.12215184,-0.024962625,-2.6124513,-0.76042396,-3.7885664,-4.680523,-4.6649027,-2.7819636,-0.7121092,0.46289206,-1.4190726,-2.3434637,-1.4549478,0.5149808,-2.9177275,-2.6114283,-3.2039587,country
-101.020874,111.61904,-13.149067,44.606808,-5.94553,29.338867,-7.9442205,19.591711,-22.431093,17.265936,-17.816374,11.403573,-12.458793,1.6445949,-8.516321,2.725518,-7.2944236,4.8751426,-1.2057087,-1.2987939,-7.358301,-3.1193113,-4.657224,-1.2160047,-3.13772,-0.3647276,-1.755903,-4.0138474,0.25607306,-0.72062606,-1.3851901,-5.4543896,-3.078295,0.82598835,3.4774046,-1.752526,-0.07850417,-1.5482891,0.21122372,-3.9584422,country
-74.15763,107.61035,-21.188368,47.216305,-5.9845834,17.79499,-20.406626,14.9786215,-15.971437,15.732458,-14.664344,10.680037,-10.130847,4.451704,-7.6493077,6.928254,-9.016342,4.171889,-3.7496874,-3.5898669,-7.071166,-0.6504985,-4.2280116,0.05512683,-0.16182846,-2.6816132,-3.4226258,-1.6112753,0.6615652,-0.87447923,3.0681143,2.309567,1.6924087,0.53169936,-1.4316034,-5.276888,-1.9753008,-2.6096659,0.40313286,-1.6421432,country
-68.574776,101.349686,-16.899403,51.507862,-10.240496,20.057524,-21.787132,15.519601,-18.788994,16.34265,-17.896719,12.110845,-13.195823,3.8828971,-8.877576,5.0218277,-9.821201,6.535649,-4.5066104,-1.8112181,-5.5996222,0.07611563,-6.6532216,-1.0044997,-1.6041814,0.17661707,-1.8880911,-1.2526884,-2.3021777,-4.2624354,-4.9203796,-4.435402,-0.03587725,0.6527933,1.9445539,-0.5402326,1.7760139,-1.7901701,-1.1503682,-2.8190877,country
-148.5371,141.28717,-15.904905,44.664753,0.9870617,13.670253,-13.241115,12.6545315,-11.708021,12.162337,-10.482789,9.917888,-5.0692515,1.3543675,-0.55959535,2.8642507,-8.09396,2.1128888,-2.4824815,-4.4323597,0.8833629,2.7009306,-2.0550334,-2.690621,-2.3961742,-1.8890737,-1.7502109,0.40215045,1.6632249,-2.2786593,-0.5105549,-0.16415776,4.6979256,1.0706608,0.8081224,-4.2179484,-1.1867988,-3.7444956,-3.275941,-1.7508103,country
-80.23084,108.203285,-23.831282,52.62174,-6.4135385,15.064379,-17.638653,9.731315,-16.172585,8.9045315,-15.960604,8.001686,-10.708485,4.562626,-4.965905,3.9872453,-9.806828,2.6839185,-8.187603,-5.2366786,-4.4766216,-1.2993897,-5.281935,-0.905004,0.74861765,-1.8719345,-2.8614025,-2.640804,-1.4513228,-4.013519,-1.7510471,-5.419919,-0.65258515,-0.28310665,3.853735,0.80139536,1.5990205,-4.200915,-3.0356367,-3.3866746,country
-146.03406,124.633896,-17.923777,49.246246,-0.16373008,22.78391,-7.1801314,16.748545,-9.71323,15.436437,-7.632503,10.915412,-3.4583304,5.428929,-4.9343214,5.1209855,-8.048678,2.6393735,-1.8593752,-3.4213555,-0.9543813,-1.0715734,-3.18223,-2.7379577,-0.5283451,-3.2739563,-1.3222789,-1.0067921,-0.33025232,-2.9080384,4.275816,1.425075,0.1717064,-2.8009908,-2.1806488,-5.5686197,-1.0790123,-1.6271374,-0.63615596,-2.4403572,country
-122.42891,111.49043,-13.700005,53.85051,-2.6792428,19.700176,-14.1241455,13.753136,-14.02773,14.631097,-13.9932375,9.227839,-10.554295,3.0150752,-8.303682,5.0866604,-9.635659,4.3253803,-5.681361,-1.660016,-3.0244136,1.442854,-5.2406435,-0.16076314,-0.6811296,-4.0990753,-2.9176698,-1.1311764,0.013902303,-0.7478252,0.87336606,-3.4387598,-1.910976,-4.363979,-1.7493911,-5.0252757,-1.4285563,-1.2905549,0.46981832,-2.344295,country
-170.8428,124.75503,-19.23662,39.212093,-3.7663841,15.302875,-12.9792,8.529965,-11.831754,11.324966,-13.776035,3.1141603,-10.082476,2.9053104,-5.4852047,2.5340974,-9.193725,1.08166,-3.573629,-6.710675,-4.1106915,-5.520605,-6.9998884,-3.063347,-1.5752661,-5.853777,-3.3221908,-1.3060714,0.48916927,-5.709856,-4.791679,-6.6839337,0.35088208,-0.4784941,-1.1686143,-1.0382906,2.823337,-1.7642128,-5.1416817,-4.406547,country
-121.959,123.24601,-8.496771,51.599014,-0.1066912,20.418154,-11.878725,16.262135,-11.5288105,11.832639,-8.090615,9.130125,-8.650755,5.554146,-5.71355,3.9488192,-5.4610395,4.971839,-3.0476744,-3.3254597,-1.7712415,0.48022148,-3.146251,-2.0068817,0.87522376,-2.0656116,-0.99552363,-0.78156734,0.846818,-4.222518,0.38131654,0.22271542,2.2025125,-0.90865815,-1.4379086,-4.1488333,-1.1905696,-1.829271,-1.4054348,-2.1076057,country
-205.06755,140.98952,-8.963087,36.968815,6.427648,14.869453,-4.3169584,12.22562,-11.42915,11.855211,-7.889388,9.911036,-2.3491378,4.485367,-5.00091,3.145683,-4.5268893,2.6499436,-3.1149898,-10.708285,-8.78646,-3.1915102,-4.1831264,-1.4341213,0.65516984,-0.35848397,0.66955394,-3.4688315,-3.2058568,-0.9194381,4.8224697,0.31367788,0.17980103,-5.6319714,-1.658316,-3.0436454,-1.194321,-4.031612,-3.6627502,-2.9471776,country
-91.654945,115.8513,-30.201815,52.284874,-5.0187893,16.961172,-15.656676,13.546172,-12.756255,15.970038,-11.965698,11.068041,-9.953225,2.1009073,-7.821986,5.040983,-7.2945685,3.0502586,-4.4412885,-2.2321153,-1.5447583,0.19874538,-2.1470249,-2.162566,-2.7037127,-4.96338,-1.719162,-1.3504572,2.4261801,-2.1439662,-0.17215845,-5.053897,-1.4886228,-0.6778125,0.8342411,-1.6157547,0.3899437,0.8446435,2.3839889,0.6920082,country
-193.73314,125.57695,-20.945105,46.33686,-2.6908517,12.840516,-6.6026425,10.73607,-10.91958,6.1234164,-9.4414,5.1659884,-3.6614413,0.33287773,-8.011832,0.40246403,-6.5251393,1.1832982,0.7274879,-5.201875,-5.5069065,0.9666645,-2.5988755,-4.056098,0.6666233,-4.736704,-4.91645,-3.7296093,-3.8965063,-4.311935,-3.9545903,-7.312279,-4.235448,-1.4914519,1.1580619,-2.5887144,-2.770384,-0.782022,0.56742543,-0.8220603,country
-50.79226,96.71365,-24.32533,66.08503,-14.70023,24.393627,-21.02959,12.470781,-18.150887,13.260366,-12.813222,9.8000765,-11.347795,4.9309936,-7.8565717,5.746794,-10.303591,3.7309506,-3.2364693,0.38962895,-4.3991356,2.9497666,-1.1448091,-0.62470967,0.7877015,-1.147536,-5.696161,-2.5604594,2.739713,-3.5462935,-2.325681,-3.0764773,-0.11198946,-0.31507745,3.9191444,1.7766674,3.8370647,-2.4371638,-1.8415725,-5.42309,country
-213.623,117.20727,-21.871634,45.657173,-10.280004,5.0579906,-11.914002,5.5748677,-17.799599,0.18725954,-14.1705475,-1.157218,-10.304957,-4.0669403,-6.6386614,-5.423802,-9.721564,-3.2093642,-4.4566813,-9.15581,-6.6762133,-7.120084,-11.589506,-9.573823,-9.563583,-13.280143,-10.578566,-7.271933,-4.8049707,-7.3964634,-3.7891686,-5.752965,-4.1845427,-1.0028449,3.1616123,0.511716,1.7307898,-3.1551116,-5.2889967,-8.213189,country
-104.32959,136.42427,-20.96272,52.845562,2.018694,20.423431,-11.615844,17.667425,-15.739914,11.050942,-11.3228245,3.6751578,-6.4964414,0.039819233,-2.0384974,2.1921766,-7.1179533,1.8479372,1.6751457,-1.4926864,-3.4616523,-1.5824833,-5.551653,-5.2454677,-3.1210117,-3.6938367,0.106850065,-1.9215064,-0.5207957,-6.6123886,-3.9345398,-2.6308534,1.335475,-1.9616014,-1.2274989,-2.289014,-1.6783627,-3.574585,-1.5535429,-1.0703726,country
-124.79657,127.310844,-23.381498,47.375706,0.57613724,16.01138,-9.977922,16.199665,-16.736052,6.788448,-8.195151,3.2016318,-1.5992869,-2.1537285,-3.5309863,2.2144253,-1.4061264,-1.6857991,-1.0267594,-2.6280158,-4.5538297,-1.3479242,-1.7191962,-5.7913785,-2.659301,-5.0418925,-4.7470703,-8.552168,-2.3191304,-2.7590446,-1.0116606,-1.8222531,-0.31727862,-1.2448467,-0.1590577,-0.8785865,-0.028387344,-0.86832434,-2.4993007,-3.3293977,country
-69.83627,124.2077,-32.482372,47.6898,1.4008856,22.600842,-8.752852,21.427229,-15.660797,15.749121,-12.432543,9.573857,-9.047071,2.8958442,-3.1919308,5.8264384,-5.6165805,4.1708198,0.1185636,-1.7212396,-8.0431185,-1.9862307,-4.1768093,-0.91933787,0.97292274,-2.3617678,-8.141851,-5.4892163,2.0097966,0.59845525,-1.5411929,-9.230524,0.11046882,3.0887697,5.422013,2.593098,1.4358547,-6.0093236,-5.1233106,-4.592668,country
-148.36998,126.86573,-19.571285,52.87677,8.581606,17.882395,-8.099402,17.780605,-15.515441,13.506864,-10.96457,9.469388,-1.9210476,1.8825272,-2.6670923,3.3894467,-3.5160546,2.1107848,2.0909731,-0.110573426,-4.1447268,2.4358778,-2.4424884,-5.410926,1.1445458,-1.3523201,0.06303256,-4.8411913,-3.0185041,-4.6918483,-0.025940083,-0.14521185,1.0074093,-0.7433547,-1.4028718,-2.7154167,0.26890248,-0.73714185,0.90530044,0.8756851,country
-139.56085,128.79108,-20.232744,49.427704,-2.1633635,16.994392,-8.339966,9.827166,-20.141237,2.5050974,-11.247482,3.7663162,-6.4156575,-3.3384714,-2.8918989,1.9810771,-4.188349,1.3808455,2.442315,-3.6160343,-3.8386679,-3.2372768,-5.431562,-3.351441,-2.8686674,-3.8856575,3.1227043,-1.0020797,1.5813825,-2.8415248,-4.6865225,-6.030804,0.40128288,-0.20145392,1.3068659,-1.8621168,-1.6446366,-3.785466,-0.91638815,1.5360144,country
-42.18055,106.264595,-24.218506,44.67555,-12.344403,20.534286,-16.052774,18.492975,-18.786245,15.519278,-15.459702,8.954699,-9.982072,6.93036,-8.807148,4.5700974,-9.049452,1.062708,-6.450736,-0.98502964,-5.978542,2.5569704,-6.1638656,-2.533172,-1.0865659,-0.6610709,-1.0518507,-1.5172212,-1.5001613,-2.2046552,-1.7380406,-7.9135375,-5.169954,-3.0704029,-0.44034562,-1.0850272,0.5149192,0.13428538,3.5861437,-1.3324642,country
-111.09919,94.025856,12.438059,16.629438,8.1260395,15.663839,-1.4103327,7.014441,0.9597831,-1.4994508,-3.0789328,-5.0989857,-3.715649,0.2136301,-2.111481,-1.8266252,-5.3254986,1.2326591,-5.604142,-3.612315,-5.3924966,-1.5270566,-2.824352,0.97653764,-2.2984998,0.94265133,-3.4504752,-1.1514236,-3.3889396,-1.492988,-2.9045131,-3.3896675,-0.9524113,0.29307634,2.6836119,5.0475416,-0.5308099,-0.64316565,0.7179779,0.49695486,disco
-29.0431,51.860497,-7.5676084,21.507437,8.141378,18.118086,6.8945746,6.569047,0.71136457,11.159763,-1.816327,1.63559,-2.5911896,-1.3763999,-3.614617,0.21744065,-0.39202866,2.6324089,-3.3654647,-0.08974969,-2.4852939,2.1648226,-1.4023752,-0.74788564,-7.9756308,-2.390454,-0.546174,1.7155746,-2.9266355,-5.172905,-1.9561977,1.8450623,-2.123195,-3.9969828,-5.1098676,-5.562187,-3.2660313,-2.8443766,-1.0551538,0.9945269,disco
-53.1693,57.173725,21.160828,11.3052635,18.118341,1.6628118,0.3451027,2.3239794,-5.1052694,2.747911,3.1522436,-5.5144777,-3.1615028,-0.5241285,-2.6467953,-1.9889978,-1.2340914,-3.3621638,-3.7318506,-1.4488603,-0.6779974,-5.244296,-5.6376615,-7.1498,-0.10558766,-3.3291986,-1.641457,-2.5982668,-1.7467446,-0.89902604,-0.2226014,-5.9359026,-5.4585915,-4.2818294,-5.259855,-4.3154306,-5.533428,-3.6417925,-2.6881242,-1.9191002,disco
-44.433094,52.32051,3.242855,43.93931,12.584174,24.506044,4.9235034,15.30651,2.041092,10.386366,-1.4623228,8.834608,0.41668227,4.6652493,-1.834696,2.9817386,-2.0356004,-3.349819,-4.1517015,-0.35668173,-3.5177221,0.023690106,-2.3539045,-1.7746733,-3.1682973,-2.2861269,-3.4935424,1.0460532,-1.7083529,-1.0162973,-1.1993167,1.2413849,-0.5013203,-0.89240533,-3.6502612,-4.1523137,-4.0539417,-0.8939803,2.5303009,-2.1489778,disco
-83.55509,64.49134,5.6444173,2.70193,0.78633994,6.1651754,1.8841151,1.9749736,-1.8108131,1.8658113,2.4624798,-0.22272582,2.9572232,-3.381376,-0.8703699,0.042189524,-1.5689081,0.5630036,0.30448672,-2.779204,-0.83016783,-1.3021866,-2.5080853,-0.5710843,-2.7016442,-1.4063914,1.6583697,3.093314,4.57248,-1.9858301,-0.19741943,-0.4077172,0.5783556,-1.5672112,-0.32453445,-0.41246524,-2.9552047,-0.4742147,-0.47165626,-1.48373,disco
-24.816133,73.69842,-11.7444935,28.304634,6.291743,2.1907132,8.419229,12.195893,-4.057585,13.498219,1.8683927,-0.925946,0.5338902,2.4650357,-3.8139136,-0.9200627,-0.9959542,-3.4695203,-0.96042603,0.007632949,-1.1367699,0.2456037,-2.9277809,-1.0773228,-2.88417,-1.6699754,-0.39346942,-0.99026686,-4.3168573,-4.362452,-2.8457115,-0.1148988,-1.0379562,-1.8481097,-3.3157628,-2.5195923,-3.2226346,-2.9620466,-2.2324545,-1.0896972,disco
-14.574817,65.19933,-19.888517,31.502686,-4.814699,11.865561,9.996404,5.9602337,-3.8007708,9.38057,-4.387615,3.3392262,-4.445434,-1.2698746,-0.8342526,-2.1974072,-4.739514,-2.6204548,-7.4701676,0.2305462,-3.338081,-0.2640386,3.5659244,2.106539,-1.7934192,-1.6348262,-7.138888,-2.493512,0.9580975,-2.4946902,-9.183249,-2.4213698,-0.3495924,1.6739556,-2.2749598,-3.4421165,-3.8719094,-2.7769105,-2.0587363,-3.341408,disco
-53.432594,56.165604,-6.337501,31.602524,4.648096,16.339651,4.1082096,1.8778182,-0.38534987,2.4980185,-0.54528874,0.96003777,0.49098668,-0.17423527,-1.8158447,-2.527268,0.8228422,-0.33732003,0.5601939,2.7661417,1.4095796,1.176352,0.7133998,-1.9269428,-1.168012,1.5943233,-0.5918663,-0.74284154,-1.5151992,-2.6526945,-0.3981236,-1.1921229,-3.8573742,-6.824415,-5.696917,-4.3125396,-4.4488964,-1.6206287,-1.8101896,-2.0660655,disco
-32.569878,65.03629,-26.761168,30.300564,5.697337,11.660782,-2.227687,10.421782,-2.373412,5.365474,-3.8786147,-0.86318016,-0.2106437,3.4743693,-3.0502956,0.3586279,-0.93389285,1.1889794,0.026238257,2.9308531,0.34288594,0.6303345,-2.267278,-1.1373696,-2.7775586,-0.3815976,-2.8521755,-3.6346374,-4.1927795,-1.3664817,1.1149043,-1.401404,-4.9513626,-0.11752889,-0.56455773,0.73088866,-0.68677753,1.3572547,0.78922355,-0.71258146,disco
-68.92688,63.117622,-15.855327,28.002327,8.173502,7.323385,-4.9316792,9.490028,-0.974049,-1.5963366,-6.1843934,-3.936597,-1.1669567,-6.5405774,-6.1709123,-5.039419,-4.40163,-5.379509,-1.6691306,-0.8976509,1.230479,1.0306517,-1.730502,-3.1451836,-0.80398643,-2.6987977,-1.8211157,-2.0863023,-0.70277476,-2.28333,-4.967818,-6.9197707,-5.5043926,-3.3323255,-4.033358,-6.7527614,-4.241201,-0.82757705,-1.7598426,-3.188972,disco
-6.765201,61.12942,-16.672161,27.438726,7.734437,16.01357,4.646263,11.44598,0.3436934,9.835787,3.1894264,5.0318027,-1.8564006,1.4831407,0.94239396,-0.43738034,-0.7305347,4.4428086,-1.8508502,-0.6073212,-0.59528744,1.4523762,-0.84921974,2.0765986,-0.46531975,-1.7442139,-1.6971629,1.5843495,-1.0747522,-1.1044016,-1.4562981,0.6418506,-1.0502967,-0.13888893,-3.5365834,-1.4678453,-1.2041445,-0.58878714,-2.1391401,0.8346086,disco
-41.315144,62.78868,7.3239293,12.122529,6.358506,9.253,3.0642161,13.849786,0.15274537,8.056879,-2.6997385,-7.2205544,-3.241377,-1.9207122,0.5214888,-3.1848664,-5.544659,-9.163444,-10.666911,-5.977336,-6.0135217,1.2843696,-8.855383,-4.4145007,-5.8582754,-5.4680514,-3.989908,-1.0088418,-1.879036,-6.1003027,-3.572805,-2.5781095,2.1203783,-2.2686374,-2.3739755,-6.8494234,-6.923038,-3.1804104,-4.884142,-4.3659062,disco
-57.955585,68.42821,-15.226618,23.4141,14.886023,13.217155,2.1807866,12.793448,0.048980452,12.763607,0.0070237527,3.38002,0.84366643,1.0487714,0.55684376,2.9899888,2.9046798,4.0230665,0.52316946,1.9532893,-1.4784225,2.7636569,1.202761,2.1813445,1.2581407,0.328005,2.6794012,5.8979793,-0.39188212,-0.6931758,0.13409902,1.2166731,2.1268036,2.9102168,-1.4097942,-1.2473551,-0.75184566,0.9678994,1.6372969,1.1472425,disco
-40.076855,56.219803,23.692863,31.93953,2.4548008,2.5702763,-2.4864347,3.1007562,1.8817089,3.3470368,-0.00181484,-1.5163457,-2.451519,-5.074228,-3.6787608,-7.854277,-3.047457,-2.7854025,-7.4963384,-3.6242175,-1.8668197,0.91467613,1.2551222,-1.6366473,-4.9712815,-4.1223054,-3.159794,-1.2006063,0.08756213,0.2806016,-1.339858,-2.002731,-0.85041046,-1.0437828,-1.2633294,-1.8218256,0.6817921,1.0266525,-1.4531275,-2.814989,disco
-23.927664,61.220757,-0.95869905,25.331015,0.39423466,6.0302544,2.4890816,6.189192,-0.32926694,9.696876,-5.5078354,1.061818,-2.4369648,-0.56662005,-1.5567182,-0.896729,-6.7337766,-3.7109935,-4.4605083,-0.773985,-3.891956,-4.9052196,-9.350866,-6.033331,-6.347331,-5.8068357,-5.1524935,-0.9659905,-4.206074,-3.5731235,-1.4492648,-0.7628169,-3.604607,-5.8277454,-4.4088883,-3.6586003,-4.229129,-2.7096624,-0.2919149,-0.4001904,disco
-46.762787,103.70078,22.12663,9.223701,2.2584796,-4.7948833,4.798995,0.9515378,-9.411774,-1.0667287,-0.8673272,-5.2795987,-1.7630391,-3.6539245,-4.3117714,-0.07942038,-2.496778,0.5401669,2.5187652,-3.5475986,-2.6521368,-3.5096407,-3.6506634,0.08719021,-0.10068837,-3.168471,-2.1565273,-2.7670348,-1.5269779,-1.9518796,-2.1893501,-4.438437,-2.8569777,-0.22389886,-3.2207284,-2.3655007,-3.0617924,-5.1669984,-5.495904,-3.7048628,disco
-35.856197,83.80528,-2.9019706,32.213963,9.144426,4.18242,0.1370866,11.094397,-2.8947356,7.995451,0.62894285,3.6732092,3.7831783,4.055763,-3.2874453,0.10280413,-3.838645,-0.4993342,-3.4209988,-0.7642351,-1.783882,2.7401326,-0.8185517,0.109648794,-1.7851536,-2.3409095,-2.2367752,-1.9294091,-2.7043066,-0.15298736,-0.3631651,-0.19520052,-0.7932428,-1.1278719,-2.9272087,-2.680022,-3.1033018,-1.2689594,-1.2676382,-2.399556,disco
